business_age,annual_turnover,monthly_profit,monthly_expenses,existing_loan_amount,employee_count,credit_score,gst_compliance_score,debt_to_income_ratio,years_with_bank,upi_transaction_volume,loan_approved
17,25258977,639222,212746,1716905,273,680,85,0.65,9,476129,0
3,32070693,619130,343670,14145272,296,858,77,0.32,2,629675,0
5,27327211,528192,285963,9872109,297,702,83,0.69,10,1123562,0
1,31211437,734704,573818,14381098,184,568,84,0.95,10,4598413,0
17,27877234,417993,173879,7150043,135,516,78,0.8,15,4527689,0
11,33569887,180124,222663,2406597,231,525,65,0.56,11,147990,0
12,33301505,106255,530078,2128560,57,720,97,0.62,2,3408110,0
10,15591629,234169,105470,1083255,232,893,51,0.46,15,4058534,0
4,47342235,98362,422498,754391,51,869,66,0.35,14,4174138,0
1,12752807,784537,463920,1802147,3,808,73,0.1,13,3258790,0
6,8028224,178829,177574,10200692,21,608,87,0.81,11,1199924,0
2,39854292,427840,513125,7038677,10,823,86,0.5,3,1972575,1
20,34775647,281792,24811,2644431,81,782,94,0.39,8,529717,1
6,45211295,651267,585602,9220688,28,599,95,0.27,14,2803219,0
3,14723908,473982,475690,3189897,98,560,57,0.89,8,1970010,0
2,42145177,719438,419141,3622564,153,830,95,0.68,13,2276034,0
20,3759693,684005,65639,12268024,231,558,60,0.42,11,124118,0
8,9192782,762458,216137,4625868,45,671,79,0.4,6,1508328,0
13,46445744,417438,250938,7896490,222,897,58,0.14,4,996197,0
2,20245199,624415,303091,682757,176,561,57,0.94,2,2335927,0
20,7956358,149925,298928,11474154,57,872,89,0.4,8,4667881,1
16,15535849,374378,434812,858203,153,541,89,0.99,9,3123200,0
12,31696277,42658,125570,3067459,120,721,93,0.73,9,2887807,0
19,47142017,518062,397130,2449837,37,759,81,0.43,1,528648,1
9,10632305,290377,45771,827371,290,863,95,0.83,5,3488894,0
20,34846840,464023,156591,11129041,80,704,68,0.67,4,1192434,0
4,1298273,606498,566995,1045763,143,712,76,0.4,5,4049446,0
13,4834098,788723,396182,13823250,28,724,96,0.7,12,4293449,0
1,36334133,782673,377150,6019221,18,655,64,0.78,10,2064611,0
16,650942,455788,508282,13559865,43,666,57,0.17,12,652958,0
3,45601440,74525,292514,6689425,15,710,71,0.9,8,1464138,0
19,38457399,312537,52709,11636848,200,900,58,0.13,7,2644560,0
5,26967510,163900,522565,2362591,252,598,72,0.59,4,3821242,0
12,29236548,427602,383917,14282058,132,575,66,0.34,12,1345376,0
8,48262125,686778,186359,7947154,57,877,94,0.72,15,3146261,0
12,48562833,365961,568595,7225303,167,835,92,0.62,4,1180318,0
1,46916734,163917,599583,13609806,85,534,97,0.72,13,2313451,0
7,1383181,460111,512378,7064211,75,660,50,0.45,8,3627638,0
8,43983784,535847,65691,9543877,81,794,77,0.94,14,4072422,0
10,19377345,120267,405967,5390336,97,788,81,0.28,2,679540,1
9,47504052,510123,226137,12605241,97,586,57,0.12,1,1671561,0
14,7973782,603633,466507,11588651,51,756,64,0.87,7,3890681,0
20,37784616,636259,367772,2465562,149,866,74,0.47,10,3558840,0
19,19698269,196881,402561,6714565,90,745,89,0.26,10,1033670,1
5,20403211,759599,507496,11692301,241,623,71,0.97,15,1363331,0
4,26721635,55629,303571,198375,26,692,75,0.42,14,1088053,0
20,37375647,362110,192036,11148528,237,784,74,0.71,9,3686087,0
6,38723247,739147,324289,13975204,132,650,66,0.84,3,4573358,0
19,37035684,326495,219141,4743556,105,746,80,0.19,3,713668,1
8,24642151,536177,262535,4565551,165,663,85,0.49,3,213263,0
5,48536284,131892,150198,9994653,273,563,57,0.14,1,4544195,0
14,49903473,319725,44489,10836498,9,823,89,0.93,3,2363080,0
16,49192177,405442,410636,7637720,77,680,50,0.72,14,104786,0
2,24121951,563505,116479,9987380,167,654,74,0.35,13,222059,0
18,3667160,386348,531416,8459116,204,586,60,0.55,5,4096414,0
20,44395940,190566,548986,3829789,202,785,55,0.94,3,2893027,0
7,24119476,753430,510394,4571321,80,629,50,0.73,4,1873266,0
6,4535646,733062,544827,5314566,33,509,61,0.11,13,4386077,0
15,33958768,491875,275937,3717373,49,738,97,0.99,7,156793,0
11,7498261,569944,361313,6869743,131,676,74,0.25,15,721090,0
4,4550305,532500,569462,7396332,158,736,86,0.42,15,2599431,1
12,12809099,434492,430226,8504171,157,676,75,0.77,3,1189161,0
16,22579664,214819,412697,2660732,19,725,52,0.23,6,400335,0
4,21459783,103175,438603,7396997,232,502,93,0.15,10,1284549,0
18,28708479,435145,66300,3314562,102,802,94,0.95,4,4822737,0
4,17028685,37974,423658,2736570,170,815,89,0.47,6,2558758,0
18,1729889,276465,360471,5395302,92,554,71,0.17,9,113483,0
11,3695387,740998,14034,14914070,130,768,83,0.19,2,3806723,1
19,40490130,679605,428869,2093225,9,806,98,0.81,13,1677495,0
20,4660643,247025,553241,12305813,45,656,91,0.6,1,3882595,0
5,19159149,685154,265306,7658050,227,609,92,0.69,4,2609339,0
16,10217554,430147,242611,14862199,225,680,68,0.5,10,2799458,0
1,5230045,370839,120674,11878780,278,684,83,0.38,4,2204211,0
20,34218740,534312,20649,8161783,21,833,89,0.32,4,2576958,1
20,43464619,42556,70239,4462707,80,680,81,0.22,13,915419,0
17,23803340,299405,391232,8819794,96,592,53,0.9,6,3234409,0
4,5016697,112318,185053,8471779,173,543,69,0.97,14,3958138,0
12,11089208,73841,475287,4355310,134,870,83,0.47,3,166363,1
12,7056163,439514,529791,9151076,173,596,98,0.99,14,814156,0
4,38993127,106479,206134,8649649,117,686,62,0.25,2,2952845,0
14,19540178,77623,20950,1058300,174,755,68,0.54,11,3547915,0
3,39116928,547688,281260,4753142,271,878,96,0.63,12,4576223,0
17,36967689,583284,441667,1089345,208,633,56,0.27,8,617246,0
13,49475162,438579,24001,13310600,291,737,73,0.54,11,3680630,0
6,39310165,406336,545976,951915,202,681,95,0.29,4,4312592,0
15,23187820,607218,34250,2762163,283,872,60,0.49,11,2446801,0
18,2785456,562046,319947,8634393,17,895,58,0.57,15,776764,0
5,46831298,401709,239361,4131853,154,875,79,0.66,12,622218,0
8,1085875,546677,24506,14817221,37,561,51,0.25,10,2641070,0
4,20525036,330934,127592,14010769,15,793,100,0.58,5,3911532,0
17,26817522,628787,428239,14097509,103,512,94,0.79,3,357821,0
1,35617942,170268,500981,556381,296,559,54,0.22,7,4174442,0
11,15130596,763452,385814,8408096,281,630,87,0.13,11,3968930,0
13,9290637,784963,178275,12922649,227,895,92,0.95,8,206420,0
9,41030756,792920,463101,5062327,58,824,91,0.3,1,1721351,1
8,2008418,425967,199322,2307983,48,535,80,0.95,14,2140355,0
17,46884028,374931,463423,105522,140,707,83,0.48,3,1337225,1
7,905836,232496,116467,148799,277,608,83,0.25,5,2799322,0
9,27908088,460945,180993,13033714,187,689,65,0.96,2,1161468,0
8,30472069,355120,270110,7299492,79,624,54,0.52,14,1454033,0
6,23526091,714547,153150,3348061,238,667,54,0.13,7,873803,0
3,26490953,225588,226373,5245463,267,844,78,0.65,8,2616977,0
16,8232457,270664,434914,1086313,176,823,71,0.79,7,1829364,0
19,19675424,115021,570380,245102,167,503,50,0.37,9,906589,0
20,30252963,31308,26881,12869390,205,845,53,0.14,15,1353223,0
1,7068695,131408,189150,12892216,203,761,64,0.3,14,3138456,0
17,31492134,676396,587330,121176,203,717,59,0.41,8,3130624,0
3,27797868,206912,78127,5318002,176,849,85,0.88,15,3209434,0
18,3446457,527072,385131,5623420,105,833,52,0.54,15,3397710,0
13,18727317,218623,393700,4897118,43,680,62,0.89,11,227905,0
12,41469040,270355,350057,9992455,250,704,97,0.55,7,699288,0
14,25599156,127985,561331,13461892,213,655,86,0.77,3,1923252,0
17,35272611,360375,284126,14324891,71,556,71,0.38,2,1520330,0
7,3142937,467085,160394,11781484,279,533,87,0.22,1,1876242,0
6,37463875,146775,543250,1999888,215,524,74,0.54,11,2199838,0
9,2074840,520030,506764,11679803,109,742,90,0.27,7,897848,1
13,2671392,704557,174935,483280,293,582,70,0.68,9,135498,0
13,27059115,380466,205517,7386873,82,887,69,0.63,12,353769,0
17,15236697,264703,541097,2504077,80,760,77,0.83,12,1613328,0
9,39984774,502042,466934,7321516,194,760,94,0.15,8,340325,1
17,10131207,539408,354343,2779781,228,615,78,0.2,4,2485047,0
5,1403767,222017,155198,11054498,183,890,97,0.14,8,4657314,0
13,31832448,599662,399934,1849803,184,607,100,0.48,1,915389,0
17,21881156,223511,353657,5323368,271,593,78,0.4,10,2730807,0
1,18976912,487884,356774,8812350,143,568,95,0.87,11,233834,0
8,31253706,458303,188925,8062716,18,742,75,0.72,2,3873977,0
10,2156465,408816,162654,5167316,219,826,72,0.44,6,4767970,0
20,36075390,422564,545105,14024851,224,895,99,0.41,5,3246194,1
20,40474530,55262,480975,14394694,149,855,99,0.57,14,4872239,0
18,22674955,77972,226903,4795052,246,783,78,0.48,11,4042877,0
8,9974035,208241,178832,11876065,300,738,72,0.12,9,1692622,0
13,30085540,641855,11855,10413023,30,869,58,0.56,13,3735280,0
9,46482525,782541,124765,11776691,123,899,87,0.23,11,1193734,1
2,47277412,294304,318228,583498,233,781,90,0.13,10,2752862,1
14,41575697,612625,30202,4805992,36,771,94,0.4,1,286751,1
2,6128413,785791,190965,4882317,64,633,91,0.22,14,3666289,0
14,2071356,525055,138203,10844534,72,757,100,0.74,2,54148,0
9,43630763,470746,598858,12580036,88,766,86,0.25,3,4496163,1
9,759143,27247,176072,12768982,60,699,76,0.21,4,3336190,0
12,22303738,759750,322070,7754440,92,562,89,0.59,1,1670223,0
19,31779207,798405,158522,11444159,47,629,94,0.55,2,1310736,0
18,39205370,137550,561248,2929433,274,733,51,0.18,10,4780650,0
11,27147870,221114,43102,14078283,11,623,71,0.4,7,3544704,0
8,13838067,253361,214883,6245219,237,787,88,0.7,10,961102,0
9,48352905,538641,39307,7198674,15,674,52,0.93,10,2067900,0
11,43231872,375164,512887,14123223,169,837,69,0.46,4,3825727,0
5,20641360,50065,219721,5683769,233,581,64,0.31,12,1109590,0
15,27026905,151238,199696,7684176,4,594,72,0.98,13,856658,0
16,996236,760876,183368,10219189,2,739,94,0.26,10,4926862,0
17,42636711,468071,327051,10343881,282,836,86,0.12,5,520728,1
6,12623296,659722,487478,3604543,220,692,93,0.32,10,926235,0
6,22870891,394409,507434,7225149,160,852,56,0.36,3,2905004,0
20,21898767,543753,138177,1667134,216,506,51,0.78,13,1708532,0
9,4054491,795168,217846,11748213,152,752,98,0.11,2,2275803,1
5,36580978,313432,250253,11703115,159,733,76,0.75,5,2998276,0
6,12542096,102298,97924,9675245,145,559,50,0.83,15,3618643,0
10,21745057,511556,544561,6599667,101,812,89,0.13,9,2086772,1
13,8862947,35090,249934,14543082,25,713,94,0.11,7,3697699,0
8,14923447,477168,243781,8490402,148,748,71,0.48,9,4842850,0
15,2623557,23381,296657,4212448,244,845,61,0.26,6,472387,0
4,24578544,761683,315145,10445022,171,509,66,0.19,2,568981,0
13,28975562,737899,467692,2591700,105,678,74,0.26,14,491048,0
8,1059039,279420,321768,13657461,232,567,82,0.78,10,2748271,0
10,25920040,116898,416800,13648121,72,542,63,0.84,14,2390618,0
18,28000154,362841,238465,9565937,71,607,69,0.67,8,2937865,0
19,22020312,507320,76988,13038598,49,739,79,0.82,9,2795133,0
12,43168435,216994,377264,8294686,17,798,71,0.77,7,361425,0
10,26638549,708837,91245,5335469,290,665,73,0.13,10,472655,0
4,33952819,458163,277499,6014288,73,786,91,0.36,15,4708931,1
4,40307938,739076,217006,14611112,295,777,95,0.38,8,4101841,1
6,32101828,750137,56745,13204868,285,744,74,0.95,3,4055716,0
17,19692723,618398,444436,7644763,239,579,81,0.87,14,3177912,0
15,2618394,426790,498093,6984562,66,881,84,0.25,1,4331065,1
8,15778068,715010,272563,10867081,199,538,91,0.13,2,4764603,0
3,29800616,541721,80850,12741792,165,500,60,0.32,8,3200204,0
20,33703378,694848,11042,13143800,90,701,67,0.64,7,1782213,0
11,3609626,273310,425485,13991811,278,667,71,0.59,10,931569,0
20,27468584,542644,519833,2097935,235,760,64,0.37,12,2892301,0
1,7917176,499194,220754,12452325,174,808,77,0.93,9,3532133,0
12,30899588,732888,120215,3537159,294,648,95,0.62,11,4998358,0
1,9393242,339583,199486,13160076,128,751,63,0.59,5,2212519,0
10,26442081,115609,58970,10003112,165,782,90,0.9,10,3095647,0
8,46182898,71246,77365,10909232,26,863,51,0.14,11,1975105,0
20,7609032,748723,151751,6498814,113,506,75,0.92,6,3238577,0
4,28425573,590928,100865,7605335,124,578,63,0.38,15,3764529,0
18,20244570,542476,348981,1304905,93,594,50,0.74,6,2360269,0
12,43363321,218843,100353,3572462,121,736,77,0.46,6,3924017,0
19,18571607,777591,320871,5325665,233,855,81,0.18,6,4819447,1
17,13078328,512260,547260,6970221,105,835,77,0.66,8,1957145,0
16,26290305,152731,236743,331960,143,694,50,0.29,6,4011956,0
17,2437548,226268,278883,1035550,266,893,94,0.72,13,1299130,0
12,15727606,644434,596081,2180974,229,656,69,0.62,15,4152521,0
8,42756264,666141,221783,7778218,125,625,72,0.87,14,3255088,0
16,18390902,65653,197997,13785686,79,717,64,0.89,12,4156395,0
7,21700218,628765,567505,5986433,49,692,97,0.59,13,4020337,0
6,35921340,636628,516391,8193842,205,684,92,0.12,11,2269933,0
14,48582305,360681,364737,7702271,201,787,84,0.14,11,4984428,1
9,38187015,735867,81621,2797204,54,843,80,0.48,3,1907612,1
16,8160300,519121,203691,2190747,79,854,91,0.86,7,4091635,0
8,38337899,454169,170971,10949996,3,631,98,0.79,7,2759607,0
13,3326459,174717,15674,3680472,25,839,59,0.67,13,3042537,0
14,24773234,478531,282662,12227226,54,533,86,0.99,7,4001243,0
14,32344827,177902,542670,12241266,300,656,60,0.42,7,650924,0
13,49438073,488267,482220,14168103,261,537,80,0.93,9,2202463,0
11,44623151,497557,532761,1903899,7,625,83,0.98,7,4333056,0
18,38892978,353449,359624,14571533,152,873,80,0.24,14,2399274,1
17,38436661,141441,103382,2719680,63,708,86,0.24,9,2770583,1
14,36865218,151149,77936,3539489,94,751,65,0.51,14,2307982,0
3,29788532,589276,516131,3528959,285,819,71,0.4,1,4133619,0
20,28311380,612363,379330,11546917,184,743,56,0.44,8,720120,0
5,22831137,639870,320044,2082225,288,833,95,0.33,1,3422640,1
19,40369453,636274,124605,11228957,71,715,53,0.38,12,1852541,0
12,46492781,681040,557985,12485658,72,755,65,0.5,9,333211,0
9,37786407,502999,418845,11313246,229,859,74,0.12,7,775608,0
13,47606172,78617,84186,2132684,153,796,76,0.71,9,2662823,0
10,4720253,189357,253874,8170822,106,652,91,0.49,9,464870,0
6,6814043,143243,49229,3221028,70,732,59,0.65,4,1650238,0
17,27658525,558671,290145,8144079,42,823,77,0.58,6,4770902,0
19,23782984,165630,56084,11280341,154,678,95,0.94,14,2653210,0
13,16314865,123481,335021,10935723,144,819,62,0.43,5,54850,0
7,6414175,282147,195176,11054158,52,550,61,0.6,7,1737320,0
1,33899265,455724,329472,10041845,171,632,88,0.2,10,2361858,0
18,28866242,323483,440824,13452911,290,586,86,0.62,1,2385114,0
16,40544503,100628,390292,4859801,190,539,73,0.4,12,990305,0
12,19759416,595822,275589,5570905,4,545,81,0.54,9,449097,0
18,35987546,340765,382301,4350296,186,730,73,0.83,10,1697603,0
16,47397611,179102,541808,8114109,47,771,95,0.33,9,3714741,1
8,41619391,73652,492993,6319320,218,887,74,0.8,11,3673884,0
1,43042647,348175,80812,2883556,174,786,75,0.41,13,282078,0
8,33244800,620245,16427,3582382,131,643,82,0.45,12,1372188,0
9,46937607,177025,578223,1295906,219,603,65,0.65,12,4563063,0
5,38977799,200860,322830,9822706,219,747,72,0.63,14,2006540,0
10,16495960,299757,345141,3867144,243,635,68,0.86,7,4147393,0
4,21769752,186016,582302,3296977,252,723,96,0.72,3,4978868,0
1,38506100,629534,531965,8681691,28,606,66,0.36,13,1933626,0
19,37395720,343585,147674,13472402,142,502,72,0.13,10,3865645,0
9,7753275,784972,569736,8073250,102,794,53,0.26,13,53733,0
6,35188354,292256,521395,324642,161,500,60,0.92,12,501890,0
8,33719673,48253,325343,12819254,179,646,74,0.37,10,4057672,0
18,18586222,415471,354412,12043103,65,746,80,0.15,10,4529518,1
6,18143327,472274,99155,1818797,93,868,61,0.98,15,2901523,0
17,21203685,192271,308372,10195306,255,640,82,0.13,9,4808981,0
13,44262496,353077,389322,11217547,281,816,76,0.87,7,4194639,0
2,23730091,390202,297450,10606301,133,749,91,0.72,5,745796,0
15,6405284,536852,468194,7291546,182,755,74,0.15,7,816495,0
9,47639005,695968,559427,7599511,163,831,82,0.97,11,3382725,0
13,17950768,552444,416881,7558241,163,725,81,0.8,4,2888984,0
2,32396816,119500,98794,997434,229,588,74,0.65,8,3231799,0
19,13421241,657167,71127,6961722,11,862,98,0.98,4,2217892,0
5,28994666,507925,187697,4966808,247,522,84,0.63,9,3271030,0
2,26477834,128718,499774,12586079,145,870,71,0.54,3,4909109,0
3,5586144,184589,552162,6104277,259,632,94,0.27,8,971263,0
20,11669896,370442,261253,14877999,266,566,87,0.2,2,3420250,0
11,47107999,775465,598324,9747250,134,716,57,0.3,7,4981066,0
11,4656561,113253,252923,11318907,154,772,57,0.35,4,3538065,0
8,4389230,228958,197467,3157929,109,628,100,0.59,15,4352581,0
7,28209006,440480,430975,8476497,144,885,63,0.59,6,3619043,0
11,35539232,782119,478493,11159151,13,752,66,0.32,2,1295229,0
5,31312227,410651,133667,2123168,276,577,83,0.78,9,4923597,0
14,49469257,695904,93530,11291325,254,553,50,0.69,10,569384,0
5,14209651,735544,207646,11923758,86,674,69,0.58,8,3113245,0
13,1504933,570471,49730,10134997,82,799,77,0.35,12,4529354,0
18,22665821,129028,257493,3066131,268,554,67,0.12,12,758026,0
13,1422985,688944,280605,8860263,266,821,61,0.83,9,1448048,0
12,35317632,471112,38862,5624286,191,538,54,0.98,12,3546741,0
16,32512493,271558,599127,1689586,300,746,81,0.99,15,4157246,0
1,18254537,734851,574382,12569299,264,759,95,0.93,10,1134036,0
2,7328783,374754,127989,5496041,84,718,91,0.13,8,3581331,1
15,21189124,736733,402531,14746622,77,542,65,0.53,15,2777240,0
10,3180069,179828,91442,13135092,299,900,90,0.56,2,3102760,0
6,48733122,702807,556982,8379381,183,578,76,0.75,10,919340,0
20,39539903,685524,176022,10954446,110,587,50,0.21,7,2928360,0
16,17052413,173879,209932,12037779,125,536,86,0.49,13,259741,0
1,43172631,740599,283633,4564537,197,669,58,0.68,3,2727808,0
13,10737976,56965,162302,4490193,170,576,87,0.57,15,4209481,0
5,20738076,450815,26596,5508104,120,786,56,0.56,13,1990106,0
11,37009742,762154,199005,11572340,237,693,100,0.19,8,3185848,0
17,48983834,111777,324872,568455,106,505,88,0.15,12,2624449,0
15,49350743,467564,580060,192573,79,636,65,0.82,13,3353172,0
10,45863092,778611,493881,4907102,124,586,93,0.97,6,743646,0
19,8103492,238733,213314,8887029,199,626,90,0.96,14,313213,0
6,48124916,766189,60462,5303129,209,609,50,0.73,12,1934155,0
7,49333881,491207,488782,6640074,170,680,80,0.56,12,917269,0
13,37449055,677471,476466,8377650,224,806,84,0.12,7,3761673,1
6,21445988,687166,529839,14199346,101,827,69,1.0,15,3939282,0
1,26785519,773512,550317,8596096,27,894,86,0.61,4,2400912,0
9,6521916,770662,470309,11614512,43,730,92,0.43,11,4146307,1
6,28242786,306267,243424,10092062,95,577,92,0.94,11,3905245,0
4,19965727,680330,323251,3872357,220,781,88,0.82,15,4221053,0
2,41635788,42519,598591,7978821,298,700,83,0.89,6,2232557,0
8,28454192,392689,401860,7878902,120,605,85,0.87,10,420705,0
17,44149073,129113,165319,573131,242,632,65,0.74,4,1893205,0
15,5918736,188354,188343,2414644,198,619,88,0.5,14,782610,0
14,46295416,365579,574002,8101170,245,739,55,0.75,13,1748141,0
1,4387207,798635,459163,4075828,54,648,82,0.78,3,4219320,0
9,32336888,798961,295807,10345673,92,547,80,0.36,12,3587455,0
6,39773986,356805,110659,12130307,261,810,96,0.21,6,1615646,1
19,17768545,149186,597510,2976849,225,723,85,0.9,1,1801103,0
13,40707178,535007,347202,6263643,224,681,71,0.28,14,3489029,0
3,46920456,546331,231845,2951307,132,650,77,0.95,1,571943,0
15,7317783,626002,352877,4906206,161,666,94,0.73,15,3716659,0
6,32767566,311554,98126,10933786,31,727,90,0.41,15,423905,1
9,10101576,450013,593863,5931649,92,636,68,0.9,1,1717008,0
6,39203172,655983,410942,12721231,207,695,61,0.54,7,2890635,0
12,20603134,684578,164693,6440295,238,626,99,0.42,15,155182,0
17,29034650,490040,463899,4843832,174,761,79,0.86,11,4870345,0
19,11850093,226731,424628,10581864,10,591,55,0.13,13,3572121,0
17,41029613,101947,63136,5005334,78,781,77,0.98,2,142842,0
18,30891640,617499,43168,13130172,52,873,79,0.48,9,1888813,0
7,26703207,637367,160223,12854170,106,867,82,0.3,12,1914530,1
17,26477760,605852,570658,6291055,85,811,55,0.32,13,1178958,0
14,47715856,329469,370576,10030333,180,551,97,0.71,14,3759532,0
14,22512723,643976,483857,13092677,246,644,73,0.69,2,1145544,0
3,15386224,470219,268198,7910758,292,811,88,0.84,9,1487705,0
9,17172486,35229,290692,10857196,117,559,50,0.11,11,1255703,0
6,4958632,472508,246115,3468256,156,803,97,0.53,4,2272942,0
20,32271928,147081,24204,6521371,90,751,57,0.6,13,4118682,0
5,11491870,435697,570438,9442676,147,551,77,0.63,14,3478785,0
5,37616497,448944,582097,4135013,49,842,96,0.27,8,2155130,1
1,49576206,373661,452176,1932608,43,630,66,0.94,6,578579,0
7,5002481,407477,394114,14294104,255,563,61,0.29,4,3150277,0
3,630832,200440,554194,13840850,78,554,94,0.52,14,2067283,0
15,10747406,368953,88345,8820928,86,750,64,0.88,4,2368242,0
10,2250676,125443,285172,3729110,204,703,55,0.4,14,561783,0
3,43102983,789807,37891,5187769,178,846,62,0.3,1,4582657,0
